export-0x7a250d5630b4cf539739df2c5dacb4c659f2488d
Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $1897.39/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Status,ErrCode,Method,
0xa3540e7c0f9a3383ba096e6d14f7fd56cf39fe11703f0422245fee9df9a430a9,16308223,1672531607,2023-01-01 00:06:47,0xb40e364d1ca196a6d09613e9f7746d82f396d104,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,0,0,0,0.003805158,7.21986873762,1200.10,,,Remove Liquidity ETH Supporting Fee On Transfer Tokens,
0x8dc489d1338bb87ed1d14fa489ca884d1d5f303031d7b4448cc3394cc49fe9d7,16308225,1672531631,2023-01-01 00:07:11,0x3e9bcdddbcb29bf8f0880d9bed2a46b2fd5c6744,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,0,0,0,0.0037543587845835,7.12348281428089,1200.10,,,Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens,
0x7f23b075a61e4405c99fe7e0d0d8294335e3b22fdf0b97be402354cbdc96ad80,16308226,1672531643,2023-01-01 00:07:23,0x1bccca987b1a5f5fc82f3b2725c4ba9d8e12440b,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,0.01,0,18.9739,0.002883435854112010,5.47100235523359,1200.10,,,Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens,
0x11e2f234e283e7db2898424de87e3e9a5f12b5fc0aaf195a81a4fa6ee5186820,16308229,1672531679,2023-01-01 00:07:59,0x77f53243254584702d32f7fb5e991ee14d7b4452,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,0,0,0,0.002435333758818020,4.62077792064372,1200.10,,,Swap Tokens For Exact Tokens,
0xcb72ff0ac6713fdb26ef6a43c3d8d6c8ee462a16fabfba7cbd64c98d3b687810,16308229,1672531679,2023-01-01 00:07:59,0x51f26111f12b554615b274584b66c57da0eae53c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,0,0,0,0.00331574604376816,6.29126338598527,1200.10,,,Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens,
0x598cb6706dfd3d0eb1fe832c898fddd0877f0b7143458a123390883ec7288d65,16308229,1672531679,2023-01-01 00:07:59,0x324ec7743a70212299ae82ad674f7547e6b4069d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,0,0,0,0.00328896198,6.2404435712322,1200.10,,,Swap Tokens For Exact Tokens,
0x3ac0b4de4b334093d229d50c1e4e717b8e5fd2c09962528d3e29d7d937615a1d,16308230,1672531691,2023-01-01 00:08:11,0x1a7834e3e17f94cdd0ce32fa5906e063d7de1c48,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,0.03,0,56.9217,0.0030192981326379,5.72878608388582,1200.10,,,Swap Exact ETH For Tokens,
0x40cd154f9d96e8fa0d71e1903f1b1d5b001844a632c6d47e5205c8618baf8c5f,16308230,1672531691,2023-01-01 00:08:11,0x7261fd0dcbc592d9b3d53d3a5180ea72189a0fb0,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,0,0,0,0.00282672937456095,5.3634080479982,1200.10,,,Swap Exact Tokens For Tokens,
0x3b594083558981b4bb2b2ca7340aa1f80200ff93dbde5584351b9f3d76767950,16308230,1672531691,2023-01-01 00:08:11,0x1170653bde0607bd0261bcc55db33f867835a524,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,0.5,0,948.695,0.0038930129091402,7.38656376367353,1200.10,,,Add Liquidity ETH,
0xe2ea651517e5ca4475cc98bb394fd650e1f04a81ea86ab24c17066ce740c3619,16308230,1672531691,2023-01-01 00:08:11,0x4a487fe12f101c0981e1a1bf2a491bae47bafc8e,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,0,0,0,0.00223931600925651,4.24885580280321,1200.10,,,Swap Exact Tokens For Tokens,
